ticket_id,customer_id,issue_type,resolution_time_minutes,csat_score
S8300161,C017138,Service Quality,202,1
S2445831,C010136,Service Quality,90,2
S3411503,C007531,Billing,27,5
S5965850,C000978,Billing,74,3
S5660071,C009049,App Issue,216,4
S6841603,C000161,App Issue,134,3
S4872091,C001351,Service Quality,182,5
S2283356,C011209,Service Quality,146,1
S9716259,C000304,Billing,95,4
S6899896,C013964,Billing,227,4
S6177010,C014113,Service Quality,26,3
S7332291,C015449,App Issue,171,3
S2420967,C001466,Membership Cancellation,162,5
S1736671,C012018,Billing,158,2
S3878580,C001141,Membership Cancellation,231,3
S8810256,C013373,Membership Cancellation,131,2
S3953598,C011226,Membership Cancellation,234,1
S6910393,C018844,App Issue,41,4
S8514054,C017820,App Issue,59,3
S8310400,C009998,Service Quality,209,2
S3983302,C002307,Billing,113,5
S9211569,C005081,Membership Cancellation,85,1
S2198545,C006180,App Issue,127,2
S1611639,C009808,Billing,40,3
S4743119,C001098,Service Quality,201,4
S7717710,C009163,Membership Cancellation,22,5
S7599546,C002875,App Issue,171,3
S4178371,C004855,Billing,131,4
S7888995,C012992,Billing,81,5
S2818596,C001968,Service Quality,44,1
S4997574,C004397,Service Quality,70,3
S1086531,C001961,App Issue,61,5
S7824904,C003396,Membership Cancellation,235,1
S6353840,C009250,App Issue,69,4
S1230812,C017979,Billing,159,5
S5791911,C004286,App Issue,200,3
S3269765,C007215,Billing,172,1
S5907963,C007117,App Issue,148,3
S9339087,C018010,Membership Cancellation,203,4
S4588033,C014182,Billing,85,3
S4379397,C014070,App Issue,57,1
S6849412,C010807,Billing,236,3
S4571568,C001118,App Issue,95,4
S1524958,C001254,Billing,216,4
S7498811,C011059,App Issue,33,1
S6891713,C000224,Billing,56,5
S6348128,C001567,App Issue,47,4
S1046867,C018939,Membership Cancellation,178,4
S5041703,C008903,Membership Cancellation,191,2
S5500830,C005577,App Issue,191,1
S7994900,C003699,Billing,192,4
S1178377,C015932,Billing,147,1
S8354126,C002491,Service Quality,95,2
S7305807,C000598,Service Quality,233,1
S7553539,C010777,Billing,64,4
S8262391,C009752,Service Quality,213,1
S6446849,C010390,Billing,196,2
S9902242,C018938,Service Quality,186,1
S8425734,C007211,App Issue,11,3
S7035367,C016367,Billing,69,1
S7336108,C006126,Service Quality,104,4
S1293586,C004650,Billing,62,1
S8240524,C015820,Service Quality,72,5
S6207176,C005612,Membership Cancellation,177,3
S3655974,C010312,App Issue,71,4
S9108300,C007894,Billing,214,4
S9550518,C017066,Billing,56,4
S3584600,C003797,Billing,69,2
S9385194,C002492,Membership Cancellation,229,3
S4608409,C000793,Membership Cancellation,19,3
S8592740,C002538,Billing,215,3
S5889829,C013488,Membership Cancellation,53,3
S5403738,C016712,Service Quality,122,3
S9519189,C005267,Billing,187,2
S2718116,C010710,Membership Cancellation,233,3
S4294648,C012619,Membership Cancellation,83,5
S2880779,C019966,Billing,217,4
S8892843,C004535,Billing,166,2
S2613787,C014317,Billing,188,2
S5898141,C016417,Membership Cancellation,83,4
S9295497,C006148,App Issue,228,3
S8975068,C015225,Service Quality,54,1
S7613773,C005407,Membership Cancellation,76,4
S2384932,C006462,Membership Cancellation,134,5
S2206883,C008298,Service Quality,12,1
S4834045,C005301,Billing,160,5
S6938038,C000209,App Issue,216,4
S5450163,C004177,Service Quality,202,3
S4810581,C009879,Membership Cancellation,103,3
S1977878,C000270,App Issue,173,2
S8671248,C000638,Service Quality,80,3
S5123503,C016833,Membership Cancellation,138,5
S4498583,C004985,Billing,207,1
S3638053,C018675,App Issue,167,2
S1228509,C016007,Membership Cancellation,123,2
S6058826,C013774,Billing,82,5
S5367566,C011834,Service Quality,149,4
S3589788,C010231,Membership Cancellation,186,1
S6153325,C015389,Service Quality,156,2
S4516815,C009918,Membership Cancellation,66,2
S3185718,C006595,Billing,204,3
S2343806,C003292,Membership Cancellation,67,2
S9123659,C006777,Billing,227,2
S6628785,C018369,Billing,100,3
S9521771,C015864,Membership Cancellation,84,2
S8303261,C001239,App Issue,108,5
S8771766,C004951,Service Quality,119,5
S6635538,C001122,Billing,148,2
S9955838,C015670,Service Quality,213,3
S4388576,C008174,Billing,219,4
S7321091,C005472,Billing,63,4
S3405559,C003751,App Issue,165,5
S3335465,C010656,Billing,125,5
S9955231,C002306,App Issue,161,5
S3378928,C016969,Membership Cancellation,135,3
S7269935,C000677,Service Quality,216,3
S7351231,C001739,Membership Cancellation,16,4
S1453568,C010779,App Issue,136,2
S4051242,C008552,App Issue,10,1
S3174259,C001261,App Issue,238,2
S1501918,C004746,Service Quality,223,4
S5864173,C011451,Billing,112,4
S2841256,C014455,App Issue,191,5
S1532503,C015348,Billing,174,5
S9915791,C002768,App Issue,228,4
S6264254,C014985,Membership Cancellation,97,4
S4823485,C007006,Service Quality,190,5
S5666745,C005402,App Issue,177,5
S2897806,C004453,App Issue,130,5
S3928473,C010665,Membership Cancellation,80,5
S5077414,C008581,App Issue,190,1
S1113395,C005647,App Issue,69,2
S8464995,C009103,Membership Cancellation,6,2
S1683416,C005860,Membership Cancellation,175,4
S2878184,C005061,Service Quality,218,4
S5762415,C010679,Billing,116,2
S1117488,C005789,App Issue,101,3
S1437350,C008125,Billing,156,5
S9227939,C007620,Billing,138,5
S7517294,C009389,Billing,10,3
S2899319,C002942,Membership Cancellation,47,5
S4617912,C017954,Membership Cancellation,195,1
S6138830,C018336,Billing,44,5
S8440659,C019560,Billing,232,2
S8594219,C015556,App Issue,240,5
S4741732,C011297,Membership Cancellation,54,2
S2198174,C017733,Service Quality,128,1
S6016670,C004817,Membership Cancellation,147,1
S8188567,C012450,Billing,71,1
S1085415,C000897,Membership Cancellation,86,1
S9894379,C014984,App Issue,145,2
S1694193,C014234,Service Quality,70,3
S9096474,C016839,Membership Cancellation,169,3
S4888459,C015962,App Issue,135,2
S3208263,C007416,Billing,49,5
S3724871,C001327,App Issue,175,3
S4456103,C015262,Billing,181,3
S2664156,C010410,Service Quality,59,2
S3283116,C006431,Billing,49,2
S1342726,C001530,Membership Cancellation,173,5
S1867845,C019110,Service Quality,151,2
S8732027,C006632,Service Quality,153,2
S9088232,C011662,Billing,127,2
S6739973,C005964,Membership Cancellation,123,4
S7410525,C016740,Membership Cancellation,111,1
S9397138,C001030,Service Quality,82,4
S1398508,C017753,Service Quality,32,5
S9711825,C008247,App Issue,48,1
S5166422,C019698,Membership Cancellation,68,2
S8657030,C003446,Service Quality,88,3
S6781802,C013192,Service Quality,185,3
S8366353,C007177,App Issue,234,2
S1717594,C015763,Service Quality,87,2
S9102724,C013928,Service Quality,132,2
S2889147,C019552,App Issue,97,5
S7212351,C005360,Membership Cancellation,213,1
S6319710,C007459,Membership Cancellation,87,3
S8225457,C004682,App Issue,158,2
S4240409,C015774,App Issue,94,2
S9792740,C012162,Billing,77,2
S1402131,C015346,Service Quality,22,3
S7995668,C015669,Membership Cancellation,227,2
S3119107,C019288,Membership Cancellation,7,5
S9377640,C009144,Billing,103,2
S4428637,C012338,Membership Cancellation,103,5
S8363990,C003808,Billing,93,1
S6289610,C017319,App Issue,184,1
S4927811,C000147,Billing,164,5
S5028537,C015697,Service Quality,138,1
S6000445,C002465,Billing,122,4
S5078681,C009160,App Issue,222,3
S5536433,C000105,Service Quality,88,2
S1787157,C008723,Service Quality,22,2
S9010132,C009433,App Issue,204,4
S1457241,C001457,Membership Cancellation,147,4
S7907719,C015541,Billing,37,3
S7474524,C014992,Service Quality,168,3
S2380245,C006811,App Issue,180,3
S2673227,C012654,Billing,57,4
S5681959,C003852,App Issue,70,5
S8630501,C011867,Membership Cancellation,228,3
S7890413,C005149,Service Quality,176,3
S2767972,C018092,Billing,167,2
S8056945,C004444,App Issue,186,5
S9360715,C001253,Service Quality,192,4
S8486586,C009475,Membership Cancellation,114,2
S4839115,C004456,App Issue,183,1
S8613867,C012015,Membership Cancellation,199,2
S4047579,C019137,App Issue,13,4
S1380151,C014641,App Issue,173,3
S1704289,C002731,Billing,205,5
S7990168,C010684,Membership Cancellation,230,1
S5124849,C007514,Billing,46,2
S1137706,C001721,Service Quality,217,1
S6676746,C013935,Membership Cancellation,64,1
S1850784,C004142,Service Quality,133,3
S8090735,C015300,Billing,234,2
S3276934,C016509,Billing,36,4
S8868033,C017074,App Issue,99,3
S7859856,C002759,App Issue,53,1
S7043015,C007367,Billing,146,1
S7704176,C015377,App Issue,45,5
S6011008,C015835,Service Quality,44,3
S6451071,C015884,Service Quality,68,1
S7375981,C009307,Billing,105,2
S1615933,C018862,Membership Cancellation,132,3
S2856795,C019978,Membership Cancellation,126,2
S2675261,C017481,Billing,166,5
S8385704,C001483,Membership Cancellation,114,1
S3610529,C010182,App Issue,208,5
S3462865,C012646,App Issue,197,5
S2684677,C011608,Service Quality,217,4
S5891559,C008951,Billing,136,4
S2040542,C007450,Billing,137,1
S1493490,C017402,App Issue,162,4
S8945702,C009128,Membership Cancellation,81,4
S3526723,C004604,Billing,72,5
S4642474,C003036,Membership Cancellation,178,5
S5753981,C013025,App Issue,26,5
S1906903,C009852,App Issue,90,4
S6320386,C001669,Service Quality,130,3
S1572559,C000824,Membership Cancellation,54,1
S1160403,C014202,Service Quality,74,1
S2527086,C000553,App Issue,32,2
S6977331,C012010,App Issue,52,5
S8584448,C000032,Service Quality,89,1
S8572168,C016979,Service Quality,220,4
S5773722,C000399,App Issue,139,5
S3813631,C001757,App Issue,197,1
S9060569,C006689,Billing,224,5
S4697964,C011289,Service Quality,145,2
S9601274,C008238,Service Quality,129,1
S1282952,C017450,Billing,175,4
S9626283,C019223,App Issue,207,4
S9850559,C017785,App Issue,56,2
S8242311,C012438,App Issue,194,3
S5914299,C002833,App Issue,171,4
S5219179,C000429,Membership Cancellation,105,4
S7944371,C016967,Service Quality,63,4
S4900933,C014277,App Issue,163,4
S9237877,C007660,Membership Cancellation,206,4
S8107307,C003419,Service Quality,232,2
S5267901,C008735,Billing,226,4
S1209843,C005336,Billing,228,2
S2899299,C006822,Billing,94,4
S7021821,C019009,Billing,183,4
S5299581,C017041,Membership Cancellation,206,3
S5073495,C002039,Billing,239,4
S9754274,C006448,Billing,208,5
S6617941,C013349,Service Quality,118,1
S5251534,C006293,App Issue,80,5
S1173339,C011563,Service Quality,183,4
S2255075,C012459,Membership Cancellation,181,4
S2242239,C010331,Service Quality,13,2
S9847034,C007735,App Issue,154,2
S7017682,C001078,Billing,37,5
S3960366,C001501,App Issue,108,3
S3617714,C012382,Service Quality,191,4
S8725208,C011784,App Issue,8,3
S4103245,C009680,Membership Cancellation,68,2
S1512900,C008797,Membership Cancellation,135,2
S6233841,C018005,Service Quality,173,2
S9816112,C002143,App Issue,239,3
S4157488,C017512,Membership Cancellation,209,2
S5350640,C004179,Service Quality,71,2
S9898370,C008185,Service Quality,82,4
S1414836,C016205,Membership Cancellation,33,1
S1255511,C013483,Billing,180,4
S8866535,C017104,Service Quality,152,2
S6638984,C013140,Membership Cancellation,106,5
S5143451,C002959,App Issue,219,3
S1069988,C005030,Service Quality,10,5
S3406223,C001323,Service Quality,224,1
S1034628,C005931,Service Quality,44,3
S9373759,C014670,Service Quality,113,2
S6490258,C010287,Service Quality,172,4
S1225197,C009201,App Issue,65,1
S3890526,C018965,App Issue,7,3
S8053757,C018890,Billing,51,2
S7103618,C017991,Billing,190,4
S6820719,C013474,Billing,154,4
S5404015,C003979,Service Quality,28,3
S1915456,C009247,Membership Cancellation,39,4
S9709104,C004126,Billing,226,1
S6067181,C019231,Billing,127,3
S4841755,C003283,Membership Cancellation,79,4
S7794943,C001569,Membership Cancellation,21,3
S7701303,C019917,Membership Cancellation,209,5
S9965502,C016847,Service Quality,91,2
S9183202,C000919,App Issue,68,1
S2438682,C013193,Membership Cancellation,175,1
S5272348,C013724,Membership Cancellation,141,5
S6167356,C009351,Billing,65,5
S1388459,C013244,Service Quality,20,1
S6449666,C007575,Membership Cancellation,26,1
S2003058,C006041,Service Quality,167,2
S5850799,C018269,Service Quality,199,1
S9904934,C011357,Service Quality,68,4
S3801291,C011427,Service Quality,164,2
S4311616,C017993,App Issue,20,2
S3472077,C003352,Service Quality,215,5
S1427048,C003171,Membership Cancellation,89,5
S8754430,C017248,Billing,34,2
S2899887,C013266,Service Quality,208,2
S8093173,C004846,Service Quality,208,5
S9299723,C010466,Membership Cancellation,190,5
S1764842,C001421,Service Quality,35,2
S2025525,C003993,Membership Cancellation,179,1
S4722914,C018265,Service Quality,221,2
S3919358,C004541,Membership Cancellation,46,5
S4607638,C016339,Billing,22,3
S8644808,C003996,App Issue,113,2
S8296237,C017186,Billing,32,4
S7120015,C006142,Billing,57,4
S2140781,C016890,Service Quality,38,5
S9798244,C015249,App Issue,145,3
S6286881,C011399,Membership Cancellation,135,2
S1550002,C000797,Service Quality,28,4
S1177587,C002150,Service Quality,203,2
S7974491,C006438,Billing,28,5
S6017041,C003121,App Issue,25,1
S1149950,C016606,Billing,154,5
S5857226,C011334,App Issue,195,5
S6434500,C019306,Service Quality,115,1
S5430200,C001505,Billing,118,4
S7232708,C003397,Billing,8,3
S5748311,C016618,App Issue,204,3
S4044396,C006876,App Issue,188,5
S2259936,C017652,Service Quality,23,1
S5774222,C007560,App Issue,9,3
S3100918,C004510,App Issue,131,4
S3749577,C016306,Billing,8,3
S7178939,C019683,App Issue,220,2
S1264380,C018311,Service Quality,149,5
S5185839,C001497,Membership Cancellation,210,3
S6412617,C011150,Billing,80,4
S6485753,C002749,App Issue,155,3
S1309055,C004034,Billing,122,1
S7405113,C017732,Membership Cancellation,85,5
S3576537,C018988,App Issue,30,1
S7138402,C009795,Service Quality,110,3
S7518797,C009321,App Issue,62,4
S2148505,C012974,App Issue,30,3
S8526629,C013002,App Issue,5,5
S6037942,C019113,App Issue,190,4
S7663088,C008505,Service Quality,207,4
S4690498,C009540,Billing,156,3
S7030845,C012813,Membership Cancellation,76,3
S5619840,C008901,Membership Cancellation,73,1
S5602086,C015776,Billing,145,4
S3902937,C016376,Billing,18,1
S8476718,C017738,Membership Cancellation,106,4
S1027789,C001994,Billing,167,3
S1027385,C000850,Billing,48,2
S3724573,C005961,Membership Cancellation,144,1
S9700787,C017903,Service Quality,109,3
S2461999,C019891,Service Quality,120,2
S5209914,C008404,Billing,149,4
S7296884,C004429,App Issue,228,3
S7612994,C010980,Service Quality,155,2
S8655524,C002201,Membership Cancellation,57,5
S3685940,C019092,Membership Cancellation,126,3
S1359286,C010294,Membership Cancellation,8,4
S8989564,C001416,App Issue,59,5
S3499504,C013011,Membership Cancellation,131,1
S7299729,C010362,Billing,12,1
S2790408,C009145,Service Quality,216,5
S9359624,C009917,App Issue,164,4
S2608086,C009665,Membership Cancellation,48,4
S8444326,C013460,App Issue,27,3
S7788567,C008370,App Issue,223,1
S7694614,C013545,Service Quality,92,1
S4514275,C013627,Billing,135,2
S5806514,C007609,Membership Cancellation,108,5
S1368926,C002686,App Issue,144,5
S4631452,C014845,Membership Cancellation,232,2
S4896873,C011815,App Issue,145,3
S8329027,C006942,Membership Cancellation,235,1
S6046491,C014224,Billing,219,2
S5251203,C018399,Service Quality,35,2
S4218279,C011760,Membership Cancellation,56,3
S5469880,C007318,Membership Cancellation,97,1
S5688186,C012167,Membership Cancellation,92,1
S1535165,C011648,Membership Cancellation,118,4
S9085299,C010147,Billing,130,2
S8307284,C005838,Billing,183,3
S1489317,C019485,Membership Cancellation,69,4
S3042640,C015765,Billing,163,5
S9166795,C003701,Membership Cancellation,119,5
S7265082,C017595,Service Quality,119,2
S9236355,C007654,Billing,208,1
S6214316,C004776,Service Quality,165,5
S9364865,C008673,Billing,240,1
S9896115,C010760,Membership Cancellation,166,3
S6762452,C019235,App Issue,108,3
S4600935,C013581,Service Quality,97,1
S6320753,C009335,App Issue,174,4
S8908677,C009696,App Issue,60,4
S1053316,C012541,Membership Cancellation,128,3
S3455109,C005159,Billing,59,4
S8294403,C000197,Billing,78,2
S3021703,C015885,Service Quality,74,3
S2101016,C005844,Service Quality,17,5
S1780486,C005063,App Issue,24,4
S3444596,C000827,Billing,19,3
S5646329,C011813,Billing,126,5
S9419696,C009085,Service Quality,149,2
S7956126,C004412,Billing,104,2
S2908479,C019385,Membership Cancellation,82,4
S4693304,C004624,Billing,120,5
S1167329,C002774,App Issue,209,4
S3787252,C013843,Membership Cancellation,227,4
S2716652,C016355,Service Quality,169,3
S5492453,C017977,Service Quality,134,2
S7164405,C011420,Membership Cancellation,51,1
S7370961,C012035,Billing,88,1
S9292399,C013594,Billing,63,4
S7196544,C003145,Membership Cancellation,166,5
S7293118,C004428,App Issue,27,2
S9876341,C019411,Billing,155,2
S7662830,C010698,App Issue,225,3
S1457090,C018944,Service Quality,200,1
S4748979,C007922,App Issue,213,1
S8969838,C007623,Billing,75,3
S2525605,C017875,Service Quality,180,4
S7848682,C012288,App Issue,105,4
S4643756,C008768,Billing,166,4
S1621321,C011831,Service Quality,133,5
S2080424,C009225,Billing,7,4
S2400595,C014649,Membership Cancellation,84,3
S7397332,C017633,Membership Cancellation,13,4
S1735289,C019537,Billing,75,1
S9137688,C006510,Billing,220,1
S4507189,C006151,Service Quality,165,3
S2372942,C015068,Billing,34,3
S4921905,C008128,Membership Cancellation,173,1
S7116546,C015306,App Issue,151,3
S6738286,C006302,App Issue,213,5
S4127658,C002339,App Issue,61,2
S3566860,C015427,App Issue,50,2
S3060770,C011307,Billing,15,3
S6802211,C018033,Membership Cancellation,165,2
S6545094,C004023,Billing,55,5
S1590373,C017442,Service Quality,130,5
S7407396,C013181,App Issue,134,1
S5645196,C018826,App Issue,209,5
S9730534,C016988,Service Quality,195,2
S3221111,C013636,Service Quality,119,1
S2112907,C015297,Service Quality,187,2
S6779847,C001474,App Issue,76,5
S5018132,C017285,Billing,69,5
S6073619,C012631,Membership Cancellation,13,3
S7037047,C000998,Membership Cancellation,226,4
S3601942,C010519,Membership Cancellation,84,2
S1885961,C004396,Billing,78,5
S6449363,C002036,Membership Cancellation,79,2
S2635460,C016047,Billing,145,1
S8578062,C008688,Billing,173,5
S6344234,C014653,App Issue,131,1
S3546602,C008993,Billing,203,1
S9642890,C004688,App Issue,14,4
S5919298,C006616,Billing,127,2
S4117853,C007321,Service Quality,13,1
S1099246,C002736,Billing,100,3
